#{"t_start": 1764217514.1654038, "env_id": "CarRacing-v3"}
r,l,t
712.5,1000,10600.473273
797.610922,1000,10610.197422
910.9,891,10618.969966
241.778947,399,10623.03879
877.443609,1000,10632.69138
738.827839,1000,10642.235048
284.375,1000,10652.133379
938.3,617,10658.237597
832.098765,1000,10667.970504
915.9,841,10676.077313
886.622074,1000,10686.064337
887.055016,1000,10696.136626
888.764045,1000,10705.786712
861.267606,1000,10715.553576
867.625899,1000,10725.601643
589.655172,1000,10735.251333
934.0,660,10742.141278
249.315068,1000,10751.557404
750.0,1000,10761.343335
866.666667,1000,10771.20322
889.051095,1000,10780.738836
864.412811,1000,10790.310434
815.540541,1000,10800.628847
227.217125,1000,10810.737063
880.694981,1000,10820.724448
876.744186,1000,10830.893107
896.478873,1000,10840.83341
784.745763,1000,10850.370911
886.666667,1000,10860.169044
855.32646,1000,10869.7594
872.027972,1000,10879.307864
863.69637,1000,10888.594365
884.732824,1000,10898.138637
942.7,573,10903.564493
906.2,938,10912.806107
530.03663,1000,10922.23874
690.0,1000,10931.807389
691.666667,1000,10941.277669
888.636364,1000,10950.957268
886.30137,1000,10960.34149
855.782313,1000,10969.550066
882.638889,1000,10978.761688
881.762918,1000,10988.882549
876.109215,1000,10998.577731
862.328767,1000,11008.307347
883.221477,1000,11018.186719
892.565056,1000,11027.712552
887.138264,1000,11036.893086
865.517241,1000,11046.828885
876.271186,1000,11056.507687
875.177305,1000,11066.339547
836.39576,1000,11076.116301
882.206406,1000,11085.506223
744.155844,1000,11095.523127
910.8,892,11104.440633
941.2,588,11110.022449
831.464174,1000,11119.879944
717.241379,1000,11129.537688
886.254296,1000,11139.414415
703.858521,1000,11149.246185
879.310345,1000,11158.900952
896.598639,1000,11168.776847
861.038961,1000,11178.695464
936.7,633,11184.960682
823.611111,1000,11194.823775
943.0,570,11200.309737
835.064935,1000,11210.13049
896.587031,1000,11219.766958
873.244147,1000,11229.50461
889.830508,1000,11239.322557
885.347985,1000,11249.207811
896.453901,1000,11259.031902
937.9,621,11265.11949
828.358209,1000,11274.849899
873.076923,1000,11284.43713
890.322581,1000,11294.015803
859.752322,1000,11303.648201
893.055556,1000,11313.374624
892.537313,1000,11322.727803
857.377049,1000,11331.755649
832.038835,1000,11341.232185
933.6,664,11347.456218
858.90411,1000,11356.942952
875.177305,1000,11366.457816
892.592593,1000,11375.76177
824.76489,1000,11385.358747
848.012232,1000,11394.980957
858.456973,1000,11404.375521
886.486486,1000,11413.740217
865.517241,1000,11423.209494
881.481481,1000,11432.991142
886.30137,1000,11442.412161
892.565056,1000,11451.994409
860.655738,1000,11461.441203
655.932203,1000,11470.869343
888.461538,1000,11480.167775
876.109215,1000,11489.64377
889.547038,1000,11499.18429
888.847584,1000,11508.840308
883.660131,1000,11518.290274
862.711864,1000,11528.027353
789.908257,1000,11537.719037
944.3,557,11543.25537
893.690852,1000,11552.793306
938.9,611,11558.714454
877.272727,1000,11568.344179
857.746479,1000,11578.142511
207.210031,1000,11587.640103
879.310345,1000,11597.350077
876.190476,1000,11607.162246
689.0625,1000,11617.128263
889.473684,1000,11626.749201
885.347985,1000,11636.356332
679.552716,1000,11646.359923
855.555556,1000,11656.237682
931.5,685,11662.904597
857.894737,1000,11672.702394
629.559748,1000,11682.4583
887.341772,1000,11692.21144
882.014388,1000,11701.641568
867.320261,1000,11711.560404
871.326165,1000,11721.249811
413.071895,1000,11731.262244
888.764045,1000,11740.878426
945.4,546,11746.08859
805.405405,1000,11755.667254
882.638889,1000,11765.618813
873.063973,1000,11775.226269
866.41791,1000,11784.706653
923.8,762,11792.077605
