#{"t_start": 1764011848.044468, "env_id": "CarRacing-v3"}
r,l,t
930.0,700,28812.958394
212.312312,1000,28829.716611
810.852713,1000,28839.916531
408.532423,1000,28856.487173
738.607595,1000,28866.927314
844.078947,1000,28883.710408
799.280576,1000,28893.951331
929.3,707,28907.009688
840.350877,1000,28917.324908
918.3,817,28931.590358
537.195122,1000,28942.316889
929.1,709,28949.646708
882.404692,1000,28966.498046
378.723404,1000,28976.767216
881.617647,1000,28993.034964
860.0,1000,29003.704739
930.1,699,29016.911243
353.416149,1000,29027.666156
529.370629,1000,40297.347407
401.557632,1000,40308.221317
364.052288,1000,40325.548522
282.45614,1000,40336.963991
561.721068,1000,40355.631692
386.486486,1000,40366.745556
213.291139,1000,40387.479296
630.769231,1000,40398.028482
639.130435,1000,40415.679797
856.521739,1000,40426.736265
587.07483,1000,40443.960683
927.8,722,40451.747281
685.185185,1000,40468.878837
552.597403,1000,40479.496421
491.078067,1000,40495.93259
930.9,691,40503.083056
823.076923,1000,40519.998532
893.103448,1000,40531.06778
313.680782,1000,40541.505236
425.59727,1000,40558.158038
860.573477,1000,40568.529096
542.405063,1000,40585.092613
864.426877,1000,40595.37975
581.25,1000,40611.946494
384.615385,1000,40622.205902
912.9,871,40637.453725
643.944637,1000,40648.42899
506.557377,1000,40665.608415
934.0,660,40672.565548
358.598726,1000,40689.774711
774.14966,1000,40701.175414
873.782772,1000,40718.403002
526.54321,1000,40729.946928
392.211838,1000,40747.776197
468.561873,1000,40759.274455
867.741935,1000,40778.632307
